first_sentence,second_sentence,score,dot_score,cos_score,eucl_score,score_type,score_name
House of Fara 8 Linear ft. MDF Overlapping Wainscot Interior Paneling Kit,4*8 beadboard paneling,2.67,84.98790740966797,0.4616440236568451,14.429907,scale_0_5,score
House of Fara 8 Linear ft. MDF Overlapping Wainscot Interior Paneling Kit,4x8wood paneling,2.33,101.50556182861328,0.5391739010810852,13.631267,scale_0_5,score
House of Fara 8 Linear ft. MDF Overlapping Wainscot Interior Paneling Kit,MDF 4x8,1.33,69.60948181152344,0.4236498475074768,13.846375,scale_0_5,score
House of Fara 8 Linear ft. MDF Overlapping Wainscot Interior Paneling Kit,wainscot chair rail,2.33,120.37847137451172,0.5298513770103455,16.091146,scale_0_5,score
House of Fara 8 Linear ft. MDF Overlapping Wainscot Interior Paneling Kit,wainscot plank paneling,2.33,137.2460174560547,0.6712315678596497,12.568145,scale_0_5,score
1804 Dual Spray Half Pattern 4 in Pop-Up Spray Head,lawn sprkinler,2.0,50.7940673828125,0.2434736043214798,17.869349,scale_0_5,score
1804 Dual Spray Half Pattern 4 in Pop-Up Spray Head,rainbird sprinkler,2.33,60.79510498046875,0.24537931382656097,19.925816,scale_0_5,score
"Samsung 4.2 cu. ft. Front Load Washer with Steam in White, ENERGY STAR",PLATFORM FOR WASHERS,2.67,73.07333374023438,0.43834948539733887,14.570616,scale_0_5,score
"Samsung 4.2 cu. ft. Front Load Washer with Steam in White, ENERGY STAR",samsung front load washer 3.7,2.0,109.59029388427734,0.7124011516571045,10.143759,scale_0_5,score
"Samsung 4.2 cu. ft. Front Load Washer with Steam in White, ENERGY STAR",upholstery washing machines with steam,2.33,88.79186248779297,0.5420750975608826,13.130532,scale_0_5,score
Quikrete 80 lb. Crack-Resistant Concrete,CONCRETE & MASONRY CLEANER & ETCHER,3.0,81.14545440673828,0.4216112792491913,14.957057,scale_0_5,score
Quikrete 80 lb. Crack-Resistant Concrete,concrete for ponds,2.0,102.9549789428711,0.43210458755493164,17.04522,scale_0_5,score
Quikrete 80 lb. Crack-Resistant Concrete,flexlock for cracks,2.0,85.04158020019531,0.38447654247283936,16.80598,scale_0_5,score
Nantucket Pavers Patio-on-a-Pallet 10 ft. x 10 ft. Concrete Tan Variegated Basketweave Yorkstone Paver,Belgium block pavers,2.0,68.57939147949219,0.3760414123535156,16.142612,scale_0_5,score
Nantucket Pavers Patio-on-a-Pallet 10 ft. x 10 ft. Concrete Tan Variegated Basketweave Yorkstone Paver,ourdoor patio tile,2.33,100.43132019042969,0.5372642278671265,14.524544,scale_0_5,score
UltraTouch 48 in. x 24 ft. Radiant Barrier,insulation roll,2.33,57.317344665527344,0.3209082782268524,16.100657,scale_0_5,score
Backyard X-Scapes 6 ft. H. x 16 ft. L Reed Fencing,6ft h bamboo fencing,2.0,105.34764862060547,0.6040399670600891,12.481877,scale_0_5,score
Backyard X-Scapes 6 ft. H. x 16 ft. L Reed Fencing,balcony privacy screen,2.67,55.02062225341797,0.25099122524261475,19.882471,scale_0_5,score
Backyard X-Scapes 6 ft. H. x 16 ft. L Reed Fencing,bamboo,1.67,44.269710540771484,0.2054504156112671,20.10038,scale_0_5,score
Backyard X-Scapes 6 ft. H. x 16 ft. L Reed Fencing,privacy lattice panels,2.33,51.706398010253906,0.2541528642177582,18.694199,scale_0_5,score
Backyard X-Scapes 6 ft. H. x 16 ft. L Reed Fencing,privacy panels,1.67,32.47463607788086,0.15512530505657196,20.176876,scale_0_5,score
DecoArt Americana Decor 16-oz. Whisper Chalky Finish,chalk paint,3.0,101.55677795410156,0.43640434741973877,16.98718,scale_0_5,score
9.1 in. x 5.8 in. White Designer Shelf Bracket,8 4616809045 9,1.67,47.42805099487305,0.3158455789089203,14.341791,scale_0_5,score
9.1 in. x 5.8 in. White Designer Shelf Bracket,shelf bracket,3.0,175.92222595214844,0.7571061849594116,12.893388,scale_0_5,score
9.1 in. x 5.8 in. White Designer Shelf Bracket,white 4shelves,1.67,81.54110717773438,0.48624560236930847,13.267183,scale_0_5,score
HDX 48 in. W x 72 in. H x 18 in. D Decorative Wire Chrome Finish Commercial Shelving Unit,6 teir shelving,3.0,68.86465454101562,0.49041953682899475,12.443102,scale_0_5,score
HDX 48 in. W x 72 in. H x 18 in. D Decorative Wire Chrome Finish Commercial Shelving Unit,hdx wire shelving,3.0,114.64773559570312,0.7111915349960327,11.081864,scale_0_5,score
HDX 48 in. W x 72 in. H x 18 in. D Decorative Wire Chrome Finish Commercial Shelving Unit,kitchen  cabinet finishes,1.0,44.40685272216797,0.2559340000152588,17.389732,scale_0_5,score
HDX 48 in. W x 72 in. H x 18 in. D Decorative Wire Chrome Finish Commercial Shelving Unit,kitchen wire shelf tiered,3.0,61.989715576171875,0.3797839283943176,15.308275,scale_0_5,score
HDX 48 in. W x 72 in. H x 18 in. D Decorative Wire Chrome Finish Commercial Shelving Unit,pantry rack,2.67,69.98825073242188,0.40074002742767334,15.968863,scale_0_5,score
HDX 48 in. W x 72 in. H x 18 in. D Decorative Wire Chrome Finish Commercial Shelving Unit,plastic storage racks,2.67,76.23371124267578,0.4205761253833771,16.274704,scale_0_5,score
HDX 48 in. W x 72 in. H x 18 in. D Decorative Wire Chrome Finish Commercial Shelving Unit,Shelves Metal,3.0,67.05169677734375,0.38497447967529297,16.102844,scale_0_5,score
HDX 48 in. W x 72 in. H x 18 in. D Decorative Wire Chrome Finish Commercial Shelving Unit,steel shelving,2.67,75.83770751953125,0.46132713556289673,14.500946,scale_0_5,score
HDX 48 in. W x 72 in. H x 18 in. D Decorative Wire Chrome Finish Commercial Shelving Unit,storage shelve,3.0,49.80025100708008,0.3004090189933777,16.330761,scale_0_5,score
Marshalltown Masonry Brush,mortar tools,1.0,104.86543273925781,0.4375247657299042,16.757483,scale_0_5,score
Rubbermaid 12 in. D Single Track Bracket,12 boltless bracket,2.33,121.3801040649414,0.5518767237663269,14.103704,scale_0_5,score
Rubbermaid 12 in. D Single Track Bracket,12 in.  16 in single track brackets,2.33,129.97650146484375,0.6318672299385071,12.311115,scale_0_5,score
Rubbermaid 12 in. D Single Track Bracket,12 wire shelf bracket,3.0,147.40390014648438,0.5933628678321838,14.602934,scale_0_5,score
Rubbermaid 12 in. D Single Track Bracket,shelf track,2.33,91.9973373413086,0.3590834438800812,18.536272,scale_0_5,score
Husky 9-Pocket Maintenance Pouch,husky tool bag,2.5,182.32916259765625,0.7455757260322571,11.209383,scale_0_5,score
RIDGID X4 18-Volt 1/2 in. Impact Wrench (Tool Only),impact driver drill battery powered,2.33,99.57511138916016,0.48665690422058105,15.2749,scale_0_5,score
RIDGID X4 18-Volt 1/2 in. Impact Wrench (Tool Only),impact wrench,3.0,149.62672424316406,0.6822383999824524,13.260395,scale_0_5,score
"Emberglow 25,000 BTU Vent-Free Dual Fuel Gas Stove with Thermostat",pellet stove,2.33,104.63138580322266,0.48084425926208496,15.252196,scale_0_5,score
"Emberglow 25,000 BTU Vent-Free Dual Fuel Gas Stove with Thermostat",register for fuel,2.33,116.7438735961914,0.46606412529945374,17.108456,scale_0_5,score
"Emberglow 25,000 BTU Vent-Free Dual Fuel Gas Stove with Thermostat",stove and mi,2.33,87.19408416748047,0.4183107018470764,15.689025,scale_0_5,score
"Emberglow 25,000 BTU Vent-Free Dual Fuel Gas Stove with Thermostat",ventless gas stove,3.0,153.88246154785156,0.7087466716766357,11.531879,scale_0_5,score
American Standard Cadet 3 FloWise 2-piece 1.28 GPF Round Front Toilet in Bone,American Standard Bone round toliet,3.0,105.83898162841797,0.5836223363876343,12.5749855,scale_0_5,score
American Standard Cadet 3 FloWise 2-piece 1.28 GPF Round Front Toilet in Bone,cadet 3 insulated in bone,2.33,85.75370788574219,0.5401611924171448,12.110652,scale_0_5,score
Sumner Street Home Hardware Grayson 2-1/2 in. Oil Rubbed Bronze Cup Pull,grayson,2.33,62.587894439697266,0.3068307638168335,17.214712,scale_0_5,score
HDX 6 ft. Heavy Duty Steel Green Painted T-Post,6 stell,2.0,-3.6937904357910156,-0.018873201683163643,20.195795,scale_0_5,score
HDX 6 ft. Heavy Duty Steel Green Painted T-Post,fece posts metal,2.0,90.17086029052734,0.4327637851238251,15.890134,scale_0_5,score
HDX 6 ft. Heavy Duty Steel Green Painted T-Post,green painted pop rivets,2.33,112.236083984375,0.5803343057632446,13.049939,scale_0_5,score
HDX 6 ft. Heavy Duty Steel Green Painted T-Post,post,2.67,-6.579379558563232,-0.025001753121614456,24.690384,scale_0_5,score
HDX 6 ft. Heavy Duty Steel Green Painted T-Post,wire fencing 6 ft high,1.67,55.29863739013672,0.28393837809562683,16.956146,scale_0_5,score
Crown Bolt 24 in. x 1/2 in. x 12 in. Plain Metal Expanded Sheet,bolt 1/2 in by 12,3.0,95.78583526611328,0.5313625335693359,13.315126,scale_0_5,score
Crown Bolt 24 in. x 1/2 in. x 12 in. Plain Metal Expanded Sheet,metal sheet,2.33,129.98486328125,0.6347194910049438,13.184311,scale_0_5,score
Crown Bolt 24 in. x 1/2 in. x 12 in. Plain Metal Expanded Sheet,sheet metal,3.0,126.09764099121094,0.6167488694190979,13.440841,scale_0_5,score
Henry 587 4.75 Gal. White Roof Coating,elastomeric roof coating,2.0,128.64608764648438,0.7677929401397705,9.155817,scale_0_5,score
Hampton Bay Beverly Patio Dining Arm Chairs with Custom Cushion (2-Pack),outdoor dining,2.67,102.75788116455078,0.4216955006122589,17.752823,scale_0_5,score
Hampton Bay Spring Haven Brown All-Weather Wicker Patio Lounge Chair with Sky Blue Cushions,cushions outdoorlounge,3.0,141.51300048828125,0.5957818031311035,14.0091,scale_0_5,score
Hampton Bay Spring Haven Brown All-Weather Wicker Patio Lounge Chair with Sky Blue Cushions,hampton bay spring,3.0,132.57369995117188,0.5604347586631775,14.557531,scale_0_5,score
Hampton Bay Spring Haven Brown All-Weather Wicker Patio Lounge Chair with Sky Blue Cushions,outdoorfurniture,2.33,23.06998634338379,0.11644703149795532,18.722956,scale_0_5,score
60 in. x 150 ft. 10/10 Remesh,wiremesh,3.0,52.504364013671875,0.33101576566696167,15.420838,scale_0_5,score
Stanley Doors 36 in. x 80 in. Chatham 3/4 Lite 1-Panel Prefinished Steel Prehung Front Door,front doors,3.0,81.3670654296875,0.41366657614707947,15.822433,scale_0_5,score
Stanley Doors 36 in. x 80 in. Chatham 3/4 Lite 1-Panel Prefinished Steel Prehung Front Door,prehung steel door,3.0,117.33563232421875,0.6876087784767151,10.570427,scale_0_5,score
Stanley Doors 36 in. x 80 in. Chatham 3/4 Lite 1-Panel Prefinished Steel Prehung Front Door,stanley doors,2.67,101.80944061279297,0.5507121682167053,13.342437,scale_0_5,score
MOEN Essie Single-Handle Pull-Down Sprayer Kitchen Faucet in Spot Resist Stainless with Soap Dispenser,kingsley moen kitchen faucet,2.33,110.75331115722656,0.6827437877655029,10.412538,scale_0_5,score
MOEN Essie Single-Handle Pull-Down Sprayer Kitchen Faucet in Spot Resist Stainless with Soap Dispenser,kitchen sink faucet,3.0,137.72549438476562,0.6646084785461426,13.328951,scale_0_5,score
MOEN Essie Single-Handle Pull-Down Sprayer Kitchen Faucet in Spot Resist Stainless with Soap Dispenser,pricepfister kitchen faucet g135,2.0,104.75456237792969,0.6113250255584717,11.95829,scale_0_5,score
MOEN Essie Single-Handle Pull-Down Sprayer Kitchen Faucet in Spot Resist Stainless with Soap Dispenser,soap dispenser,2.67,99.48309326171875,0.5110554099082947,14.721919,scale_0_5,score
MOEN Essie Single-Handle Pull-Down Sprayer Kitchen Faucet in Spot Resist Stainless with Soap Dispenser,soap dispenser kitchen,2.0,122.02659606933594,0.678788423538208,11.416834,scale_0_5,score
Bare Ground 4 Gal. Liquid De-Icer (Case-4),roof melter,1.33,58.214149475097656,0.2962900698184967,17.768097,scale_0_5,score
Owens Corning R-19 Kraft Faced Insulation Batts 15 in. x 93 in.,6 kraft faced insulation,2.33,121.29588317871094,0.7277216911315918,10.493176,scale_0_5,score
Owens Corning R-19 Kraft Faced Insulation Batts 15 in. x 93 in.,fiberglass insulation,2.33,117.76312255859375,0.5729994177818298,15.4566965,scale_0_5,score
Owens Corning R-19 Kraft Faced Insulation Batts 15 in. x 93 in.,owens corning 7-3,2.0,81.22467803955078,0.48644620180130005,13.823273,scale_0_5,score
Owens Corning R-19 Kraft Faced Insulation Batts 15 in. x 93 in.,R 15,1.33,9.228911399841309,0.05444292351603508,18.500559,scale_0_5,score
Owens Corning R-19 Kraft Faced Insulation Batts 15 in. x 93 in.,r19 insulation,3.0,101.31503295898438,0.6184878349304199,11.920013,scale_0_5,score
Gama Sonic 40-LED Rechargeable Battery-Powered Emergency Lantern,battery lanterns,3.0,150.7112579345703,0.7415406107902527,11.340946,scale_0_5,score
Gama Sonic 40-LED Rechargeable Battery-Powered Emergency Lantern,ceiling light battery powered with remote,2.33,111.18004608154297,0.5915630459785461,12.898058,scale_0_5,score
Gama Sonic 40-LED Rechargeable Battery-Powered Emergency Lantern,emergency light,3.0,114.79183197021484,0.5080434083938599,16.363058,scale_0_5,score
12 in. Dia. Dark Blue Ceramic Rivage Pot,planters pots,2.67,97.11441040039062,0.4394708573818207,16.61363,scale_0_5,score
RDI Porch and Newel 5 in. x 5 in. x 108 in. Vinyl Turned Fence Post with 5000 lb. Capacity,5x5 post,2.33,46.809791564941406,0.2486787587404251,17.918005,scale_0_5,score
RDI Porch and Newel 5 in. x 5 in. x 108 in. Vinyl Turned Fence Post with 5000 lb. Capacity,column post,3.0,16.59446907043457,0.07716359198093414,21.709932,scale_0_5,score
RDI Porch and Newel 5 in. x 5 in. x 108 in. Vinyl Turned Fence Post with 5000 lb. Capacity,post,2.33,5.36186408996582,0.02333357185125351,23.414288,scale_0_5,score
BAZZ 10 ft. Multi-Color Self-Adhesive Cuttable Rope Lighting with Remote Control,bazz lighting,2.0,123.71475219726562,0.6539985537528992,13.078878,scale_0_5,score
BAZZ 10 ft. Multi-Color Self-Adhesive Cuttable Rope Lighting with Remote Control,led rope,2.67,101.56903839111328,0.5422021746635437,14.476426,scale_0_5,score
BAZZ 10 ft. Multi-Color Self-Adhesive Cuttable Rope Lighting with Remote Control,led strip lights,2.67,76.70501708984375,0.40570133924484253,16.271572,scale_0_5,score
TrafficMASTER Allure 6 in. x 36 in. Cherry Resilient Vinyl Plank Flooring (24 sq. ft. / case),TILES 12*12,2.67,73.38755798339844,0.4343269169330597,15.004988,scale_0_5,score
Glacier Bay 2-piece High Efficiency Dual Flush Complete Elongated Toilet in White,10  rough toilet bowl,2.33,98.9898681640625,0.5009855628013611,14.400757,scale_0_5,score
Glacier Bay 2-piece High Efficiency Dual Flush Complete Elongated Toilet in White,delta canister 17,1.33,36.62102127075195,0.21729488670825958,16.266146,scale_0_5,score
Glacier Bay 2-piece High Efficiency Dual Flush Complete Elongated Toilet in White,glaciar bay toiled,2.0,46.78291702270508,0.29206544160842896,15.061127,scale_0_5,score
Glacier Bay 2-piece High Efficiency Dual Flush Complete Elongated Toilet in White,glacie bay dual flush,2.33,135.71603393554688,0.6202776432037354,13.783496,scale_0_5,score
Glacier Bay 2-piece High Efficiency Dual Flush Complete Elongated Toilet in White,glacier bay high efficiency toilet fill valve,2.0,149.9476318359375,0.7760123610496521,9.728601,scale_0_5,score
Glacier Bay 2-piece High Efficiency Dual Flush Complete Elongated Toilet in White,glacier bay tiolet tank lid,2.67,102.20594787597656,0.4926413595676422,15.044577,scale_0_5,score
Glacier Bay 2-piece High Efficiency Dual Flush Complete Elongated Toilet in White,handicap toilet,2.67,116.55714416503906,0.4968130588531494,16.547106,scale_0_5,score
Glacier Bay 2-piece High Efficiency Dual Flush Complete Elongated Toilet in White,handycap toilets,2.33,120.29249572753906,0.5344554781913757,15.44392,scale_0_5,score
Glacier Bay 2-piece High Efficiency Dual Flush Complete Elongated Toilet in White,high boy tolet,2.33,27.44050407409668,0.13708578050136566,18.894302,scale_0_5,score
Glacier Bay 2-piece High Efficiency Dual Flush Complete Elongated Toilet in White,kohler rosario toilet parts,1.33,82.98279571533203,0.45239490270614624,14.323012,scale_0_5,score
Glacier Bay 2-piece High Efficiency Dual Flush Complete Elongated Toilet in White,toilet bowl,2.33,148.88803100585938,0.6004351377487183,15.813296,scale_0_5,score
Glacier Bay 2-piece High Efficiency Dual Flush Complete Elongated Toilet in White,toilet flush kit,2.67,145.3565216064453,0.5859858393669128,16.04368,scale_0_5,score
Glacier Bay 2-piece High Efficiency Dual Flush Complete Elongated Toilet in White,toilet glacier bay,3.0,182.2313232421875,0.7508363723754883,12.922214,scale_0_5,score
"Rheem Performance Plus 50 Gal. Tall 9 Year 40,000 BTU High Efficiency Natural Gas Water Heater",60 heater gallon gas water,2.33,125.37049865722656,0.6426753997802734,12.741646,scale_0_5,score
"Rheem Performance Plus 50 Gal. Tall 9 Year 40,000 BTU High Efficiency Natural Gas Water Heater",gas wayer heaters,2.0,108.81452178955078,0.5408728122711182,14.591535,scale_0_5,score
"Rheem Performance Plus 50 Gal. Tall 9 Year 40,000 BTU High Efficiency Natural Gas Water Heater",heater gas,1.67,107.55718231201172,0.5115978717803955,15.565681,scale_0_5,score
"Rheem Performance Plus 50 Gal. Tall 9 Year 40,000 BTU High Efficiency Natural Gas Water Heater",hot water heater cost,2.67,118.38626098632812,0.5377219319343567,15.856718,scale_0_5,score
"Rheem Performance Plus 50 Gal. Tall 9 Year 40,000 BTU High Efficiency Natural Gas Water Heater",hot water heater gas,3.0,108.68523406982422,0.5251023173332214,15.173352,scale_0_5,score
"Rheem Performance Plus 50 Gal. Tall 9 Year 40,000 BTU High Efficiency Natural Gas Water Heater",rheem gas water heater prog40,2.67,135.0601806640625,0.761590301990509,9.764179,scale_0_5,score
"Rheem Performance Plus 50 Gal. Tall 9 Year 40,000 BTU High Efficiency Natural Gas Water Heater",rheem water heater gas,3.0,142.97482299804688,0.719763457775116,11.715965,scale_0_5,score
"Rheem Performance Plus 50 Gal. Tall 9 Year 40,000 BTU High Efficiency Natural Gas Water Heater",rheem water heater plug,2.33,139.33279418945312,0.6997341513633728,12.080055,scale_0_5,score
"Rheem Performance Plus 50 Gal. Tall 9 Year 40,000 BTU High Efficiency Natural Gas Water Heater",rheum water heater,3.0,149.4973602294922,0.7568507790565491,11.00141,scale_0_5,score
"Rheem Performance Plus 50 Gal. Tall 9 Year 40,000 BTU High Efficiency Natural Gas Water Heater",water heater certified,3.0,126.10604858398438,0.5574588775634766,15.983769,scale_0_5,score
"Rheem Performance Plus 50 Gal. Tall 9 Year 40,000 BTU High Efficiency Natural Gas Water Heater",water heater pans,1.67,106.89530944824219,0.5074790716171265,15.647191,scale_0_5,score
Shark Rotator Slim-Light Lift-Away Vacuum Cleaner,shark vacuum,3.0,158.02978515625,0.6852980852127075,12.865059,scale_0_5,score
GE 18 in. Direct Wire LED Under Cabinet Light Bar with Hi/Low/Off,under cabinet led,3.0,129.1455535888672,0.6715848445892334,11.435978,scale_0_5,score
GE 18 in. Direct Wire LED Under Cabinet Light Bar with Hi/Low/Off,under cabinet lighting,3.0,108.90261840820312,0.5529390573501587,13.499456,scale_0_5,score
GE 18 in. Direct Wire LED Under Cabinet Light Bar with Hi/Low/Off,under counter fluorescent bar light,2.33,77.7714614868164,0.4255824387073517,14.554026,scale_0_5,score
GE 18 in. Direct Wire LED Under Cabinet Light Bar with Hi/Low/Off,undercounter lighting,3.0,90.49249267578125,0.4536994695663452,15.002105,scale_0_5,score
Steves &amp; Sons Retrofit Prehung Primed White Steel Patio Door,doors exterior,2.33,83.55326843261719,0.49095794558525085,13.907966,scale_0_5,score
Steves &amp; Sons Retrofit Prehung Primed White Steel Patio Door,Double Doors,3.0,73.77887725830078,0.43563559651374817,14.514185,scale_0_5,score
Steves &amp; Sons Retrofit Prehung Primed White Steel Patio Door,prehung steel door,3.0,95.05831909179688,0.6071749925613403,11.557328,scale_0_5,score
Steves &amp; Sons Retrofit Prehung Primed White Steel Patio Door,steel patio railings,1.33,69.86310577392578,0.36406973004341125,16.90786,scale_0_5,score
"Duck 1.41 in. x 60 yds. Blue Clean Release Masking Tape, (16-Pack)",3 blue masking tape,1.67,123.44615936279297,0.7057114839553833,11.902725,scale_0_5,score
"Duck 1.41 in. x 60 yds. Blue Clean Release Masking Tape, (16-Pack)",masking tape,3.0,113.17691040039062,0.6313171982765198,13.275644,scale_0_5,score
Kaleen Soho Thames Beige 4 ft. x 6 ft. Area Rug,4x6,3.0,60.19608688354492,0.35904765129089355,15.000178,scale_0_5,score
4 in. x 4 in. x 5-1/3 ft. Pressure-Treated Pine 2-Hole Fence Corner Post,treated fence posts,3.0,106.56088256835938,0.6037579774856567,13.210099,scale_0_5,score
Mueller Global 3/4 in. Black Malleable Iron Threaded Tee,1/2 x 5 black pipe nipple,1.67,44.95596694946289,0.2713913023471832,15.923989,scale_0_5,score
Mueller Global 3/4 in. Black Malleable Iron Threaded Tee,galvanized gas tee,3.0,76.54273986816406,0.41593945026397705,15.531508,scale_0_5,score
Safavieh Courtyard Natural/Brown 8 ft. 11 in. x 12 ft. Area Rug,area rugs 9x12,2.67,101.94334411621094,0.5846255421638489,12.315527,scale_0_5,score
Frigidaire 18 cu. ft. Top Freezer Refrigerator in Stainless Steel,18  dishwasher,1.67,48.032840728759766,0.20071321725845337,19.650663,scale_0_5,score
STERLING Accord 30 in. x 60 in. x 72 in. Bath and Shower Kit in White,30' x 60 'molded one piece acrylic shower stall,2.33,102.19722747802734,0.6011603474617004,11.709768,scale_0_5,score
STERLING Accord 30 in. x 60 in. x 72 in. Bath and Shower Kit in White,one piece showers,2.33,108.96819305419922,0.5553901195526123,13.623497,scale_0_5,score
Corner Baker&#39;s Rack with Slate Top,bakers rack,3.0,149.9420928955078,0.6531595587730408,13.079778,scale_0_5,score
Shape Products Thick &amp; Strong Flat Area Well Cover,basemetnt window,1.33,39.678062438964844,0.198124960064888,18.30124,scale_0_5,score
Rust-Oleum EpoxyShield 2 gal. Tan 2-Part High-Gloss Epoxy Garage Floor Coating Kit,editing garage floor,2.0,81.25228118896484,0.4350530505180359,15.6982355,scale_0_5,score
Rust-Oleum EpoxyShield 2 gal. Tan 2-Part High-Gloss Epoxy Garage Floor Coating Kit,rustollum epoxy,3.0,87.49832916259766,0.5831117630004883,11.487345,scale_0_5,score
YuTrax Arch XL Folding Aluminum ATV Ramp,car ramps ends,2.0,94.79325103759766,0.3816947340965271,17.705027,scale_0_5,score
"Werner 7 ft. - 9 ft., 18 in. x 24 in. Compact Aluminum Attic Ladder with 250 lb. Maximum Load Capacity",plexiglas 18' x 24',2.0,48.89199447631836,0.36323878169059753,13.184745,scale_0_5,score
Melnor Adjustable Rear Trigger Nozzle,melnor,3.0,81.52891540527344,0.35679349303245544,17.147694,scale_0_5,score
"LG Electronics 5,000 BTU 115-Volt Window Air Conditioner",A/c window unit,3.0,96.40068817138672,0.466784805059433,14.902981,scale_0_5,score
"LG Electronics 5,000 BTU 115-Volt Window Air Conditioner",air /heaterconditioner window,3.0,122.00473022460938,0.523716926574707,15.25615,scale_0_5,score
"LG Electronics 5,000 BTU 115-Volt Window Air Conditioner",room a/c units,2.67,84.2982406616211,0.41323739290237427,15.517199,scale_0_5,score
"LG Electronics 5,000 BTU 115-Volt Window Air Conditioner",spliter ac unit,2.33,79.9955062866211,0.35922881960868835,17.083601,scale_0_5,score
"LG Electronics 5,000 BTU 115-Volt Window Air Conditioner",window air condit,2.33,85.66394805908203,0.41319867968559265,15.66306,scale_0_5,score
"LG Electronics 5,000 BTU 115-Volt Window Air Conditioner",Window Unit Air Conditioner/Heater,2.67,162.70555114746094,0.7189075350761414,11.624216,scale_0_5,score
Rust-Oleum Restore 1-gal. 4X Deck Coat,berh deck over,2.33,80.3692398071289,0.4056011736392975,15.428764,scale_0_5,score
Rust-Oleum Restore 1-gal. 4X Deck Coat,deck over,1.67,95.41291046142578,0.3939090073108673,17.818953,scale_0_5,score
Rust-Oleum Restore 1-gal. 4X Deck Coat,deck over paint,2.67,112.76146697998047,0.4763411283493042,16.369413,scale_0_5,score
